,Income,Location,Age,Sex,Year,count,percentage,cumulative_percent
510,$200-225k,"Saint John, New Brunswick",45 to 54 years,Males,2016,70.0,0.00823529411764706,0.18352941176470589
511,$25-<50k,"Saint John, New Brunswick",45 to 54 years,Males,2016,2050.0,0.2411764705882353,0.42470588235294116
512,$50-<75k,"Saint John, New Brunswick",45 to 54 years,Males,2016,1740.0,0.20470588235294118,0.6294117647058823
513,$75-<100k,"Saint John, New Brunswick",45 to 54 years,Males,2016,1220.0,0.14352941176470588,0.7729411764705882
514,0-<25k,"Saint John, New Brunswick",45 to 54 years,Males,2016,1700.0,0.2,0.9729411764705882
515,225-250k,"Saint John, New Brunswick",45 to 54 years,Males,2016,70.0,0.00823529411764706,0.9811764705882352
516,>250k,"Saint John, New Brunswick",45 to 54 years,Males,2016,160.0,0.018823529411764704,0.9999999999999999
517,$100-<125k,"Saint John, New Brunswick",55 to 64 years,Males,2016,370.0,0.04233409610983982,0.04233409610983982
518,$125-<150k,"Saint John, New Brunswick",55 to 64 years,Males,2016,370.0,0.04233409610983982,0.08466819221967964
519,$150-<175k,"Saint John, New Brunswick",55 to 64 years,Males,2016,120.0,0.013729977116704805,0.09839816933638444
520,$175-<200k,"Saint John, New Brunswick",55 to 64 years,Males,2016,120.0,0.013729977116704805,0.11212814645308924
521,$200-225k,"Saint John, New Brunswick",55 to 64 years,Males,2016,50.0,0.005720823798627002,0.11784897025171624
522,$25-<50k,"Saint John, New Brunswick",55 to 64 years,Males,2016,2380.0,0.2723112128146453,0.3901601830663616
523,$50-<75k,"Saint John, New Brunswick",55 to 64 years,Males,2016,2030.0,0.2322654462242563,0.6224256292906178
524,$75-<100k,"Saint John, New Brunswick",55 to 64 years,Males,2016,970.0,0.11098398169336385,0.7334096109839817
525,0-<25k,"Saint John, New Brunswick",55 to 64 years,Males,2016,2170.0,0.2482837528604119,0.9816933638443937
526,225-250k,"Saint John, New Brunswick",55 to 64 years,Males,2016,50.0,0.005720823798627002,0.9874141876430207
527,>250k,"Saint John, New Brunswick",55 to 64 years,Males,2016,110.0,0.012585812356979404,1.0
528,$100-<125k,"Saint John, New Brunswick",65 years and over,Males,2016,150.0,0.014895729890764648,0.014895729890764648
529,$125-<150k,"Saint John, New Brunswick",65 years and over,Males,2016,150.0,0.014895729890764648,0.029791459781529295
530,$150-<175k,"Saint John, New Brunswick",65 years and over,Males,2016,50.0,0.004965243296921549,0.03475670307845084
531,$175-<200k,"Saint John, New Brunswick",65 years and over,Males,2016,50.0,0.004965243296921549,0.039721946375372394
532,$200-225k,"Saint John, New Brunswick",65 years and over,Males,2016,15.0,0.0014895729890764648,0.04121151936444886
533,$25-<50k,"Saint John, New Brunswick",65 years and over,Males,2016,3740.0,0.3714001986097319,0.4126117179741807
534,$50-<75k,"Saint John, New Brunswick",65 years and over,Males,2016,1880.0,0.18669314796425024,0.599304865938431
535,$75-<100k,"Saint John, New Brunswick",65 years and over,Males,2016,570.0,0.05660377358490566,0.6559086395233367
536,0-<25k,"Saint John, New Brunswick",65 years and over,Males,2016,3390.0,0.33664349553128103,0.9925521350546177
537,225-250k,"Saint John, New Brunswick",65 years and over,Males,2016,15.0,0.0014895729890764648,0.9940417080436942
538,>250k,"Saint John, New Brunswick",65 years and over,Males,2016,60.0,0.005958291956305859,1.0
539,$100-<125k,"Saint John, New Brunswick",All age groups,Females,2016,660.0,0.012868005459153831,0.012868005459153831
540,$125-<150k,"Saint John, New Brunswick",All age groups,Females,2016,660.0,0.012868005459153831,0.025736010918307663
541,$150-<175k,"Saint John, New Brunswick",All age groups,Females,2016,125.0,0.002437122246051862,0.028173133164359525
542,$175-<200k,"Saint John, New Brunswick",All age groups,Females,2016,125.0,0.002437122246051862,0.03061025541041139
543,$200-225k,"Saint John, New Brunswick",All age groups,Females,2016,35.0,0.0006823942288945213,0.03129264963930591
544,$25-<50k,"Saint John, New Brunswick",All age groups,Females,2016,16940.0,0.3302788067849483,0.3615714564242542
545,$50-<75k,"Saint John, New Brunswick",All age groups,Females,2016,6840.0,0.13335932930395789,0.4949307857282121
546,$75-<100k,"Saint John, New Brunswick",All age groups,Females,2016,3040.0,0.05927081302398128,0.5542015987521933
547,0-<25k,"Saint John, New Brunswick",All age groups,Females,2016,22720.0,0.4429713394423864,0.9971729381945797
548,225-250k,"Saint John, New Brunswick",All age groups,Females,2016,35.0,0.0006823942288945213,0.9978553324234742
549,>250k,"Saint John, New Brunswick",All age groups,Females,2016,110.0,0.0021446675765256387,0.9999999999999999
550,$100-<125k,"Saint John, New Brunswick",0 to 24 years,Females,2016,,,
551,$125-<150k,"Saint John, New Brunswick",0 to 24 years,Females,2016,,,
552,$150-<175k,"Saint John, New Brunswick",0 to 24 years,Females,2016,,,
553,$175-<200k,"Saint John, New Brunswick",0 to 24 years,Females,2016,,,
554,$200-225k,"Saint John, New Brunswick",0 to 24 years,Females,2016,,,
555,$25-<50k,"Saint John, New Brunswick",0 to 24 years,Females,2016,950.0,,
556,$50-<75k,"Saint John, New Brunswick",0 to 24 years,Females,2016,120.0,,
557,$75-<100k,"Saint John, New Brunswick",0 to 24 years,Females,2016,0.0,,
558,0-<25k,"Saint John, New Brunswick",0 to 24 years,Females,2016,4390.0,,
559,225-250k,"Saint John, New Brunswick",0 to 24 years,Females,2016,,,
560,>250k,"Saint John, New Brunswick",0 to 24 years,Females,2016,0.0,,
561,$100-<125k,"Saint John, New Brunswick",25 to 34 years,Females,2016,50.0,,
562,$125-<150k,"Saint John, New Brunswick",25 to 34 years,Females,2016,50.0,,
563,$150-<175k,"Saint John, New Brunswick",25 to 34 years,Females,2016,,,
564,$175-<200k,"Saint John, New Brunswick",25 to 34 years,Females,2016,,,
565,$200-225k,"Saint John, New Brunswick",25 to 34 years,Females,2016,,,
566,$25-<50k,"Saint John, New Brunswick",25 to 34 years,Females,2016,3190.0,,
567,$50-<75k,"Saint John, New Brunswick",25 to 34 years,Females,2016,1120.0,,
568,$75-<100k,"Saint John, New Brunswick",25 to 34 years,Females,2016,370.0,,
569,0-<25k,"Saint John, New Brunswick",25 to 34 years,Females,2016,2500.0,,
570,225-250k,"Saint John, New Brunswick",25 to 34 years,Females,2016,,,
571,>250k,"Saint John, New Brunswick",25 to 34 years,Females,2016,0.0,,
572,$100-<125k,"Saint John, New Brunswick",35 to 44 years,Females,2016,145.0,0.01792336217552534,0.01792336217552534
573,$125-<150k,"Saint John, New Brunswick",35 to 44 years,Females,2016,145.0,0.01792336217552534,0.03584672435105068
574,$150-<175k,"Saint John, New Brunswick",35 to 44 years,Females,2016,30.0,0.003708281829419036,0.03955500618046971
575,$175-<200k,"Saint John, New Brunswick",35 to 44 years,Females,2016,30.0,0.003708281829419036,0.043263288009888747
576,$200-225k,"Saint John, New Brunswick",35 to 44 years,Females,2016,5.0,0.0006180469715698393,0.04388133498145859
577,$25-<50k,"Saint John, New Brunswick",35 to 44 years,Females,2016,3030.0,0.37453646477132263,0.4184177997527812
578,$50-<75k,"Saint John, New Brunswick",35 to 44 years,Females,2016,1590.0,0.1965389369592089,0.6149567367119901
579,$75-<100k,"Saint John, New Brunswick",35 to 44 years,Females,2016,850.0,0.10506798516687268,0.7200247218788628
580,0-<25k,"Saint John, New Brunswick",35 to 44 years,Females,2016,2230.0,0.27564894932014833,0.9956736711990111
581,225-250k,"Saint John, New Brunswick",35 to 44 years,Females,2016,5.0,0.0006180469715698393,0.9962917181705809
582,>250k,"Saint John, New Brunswick",35 to 44 years,Females,2016,30.0,0.003708281829419036,1.0
583,$100-<125k,"Saint John, New Brunswick",45 to 54 years,Females,2016,240.0,0.026936026936026935,0.026936026936026935
584,$125-<150k,"Saint John, New Brunswick",45 to 54 years,Females,2016,240.0,0.026936026936026935,0.05387205387205387
585,$150-<175k,"Saint John, New Brunswick",45 to 54 years,Females,2016,40.0,0.004489337822671156,0.058361391694725026
586,$175-<200k,"Saint John, New Brunswick",45 to 54 years,Females,2016,40.0,0.004489337822671156,0.06285072951739618
587,$200-225k,"Saint John, New Brunswick",45 to 54 years,Females,2016,15.0,0.0016835016835016834,0.06453423120089787
588,$25-<50k,"Saint John, New Brunswick",45 to 54 years,Females,2016,3110.0,0.3490460157126824,0.41358024691358025
589,$50-<75k,"Saint John, New Brunswick",45 to 54 years,Females,2016,1640.0,0.1840628507295174,0.5976430976430976
590,$75-<100k,"Saint John, New Brunswick",45 to 54 years,Females,2016,930.0,0.10437710437710437,0.702020202020202
591,0-<25k,"Saint John, New Brunswick",45 to 54 years,Females,2016,2610.0,0.29292929292929293,0.9949494949494949
592,225-250k,"Saint John, New Brunswick",45 to 54 years,Females,2016,15.0,0.0016835016835016834,0.9966329966329966
593,>250k,"Saint John, New Brunswick",45 to 54 years,Females,2016,30.0,0.003367003367003367,1.0
594,$100-<125k,"Saint John, New Brunswick",55 to 64 years,Females,2016,150.0,0.01642935377875137,0.01642935377875137
595,$125-<150k,"Saint John, New Brunswick",55 to 64 years,Females,2016,150.0,0.01642935377875137,0.03285870755750274
596,$150-<175k,"Saint John, New Brunswick",55 to 64 years,Females,2016,30.0,0.0032858707557502738,0.03614457831325301
597,$175-<200k,"Saint John, New Brunswick",55 to 64 years,Females,2016,30.0,0.0032858707557502738,0.03943044906900328
598,$200-225k,"Saint John, New Brunswick",55 to 64 years,Females,2016,5.0,0.000547645125958379,0.039978094194961664
599,$25-<50k,"Saint John, New Brunswick",55 to 64 years,Females,2016,2970.0,0.3253012048192771,0.3652792990142388
600,$50-<75k,"Saint John, New Brunswick",55 to 64 years,Females,2016,1340.0,0.14676889375684557,0.5120481927710844
601,$75-<100k,"Saint John, New Brunswick",55 to 64 years,Females,2016,630.0,0.06900328587075576,0.5810514786418401
602,0-<25k,"Saint John, New Brunswick",55 to 64 years,Females,2016,3790.0,0.41511500547645125,0.9961664841182913
603,225-250k,"Saint John, New Brunswick",55 to 64 years,Females,2016,5.0,0.000547645125958379,0.9967141292442497
604,>250k,"Saint John, New Brunswick",55 to 64 years,Females,2016,30.0,0.0032858707557502738,1.0
605,$100-<125k,"Saint John, New Brunswick",65 years and over,Females,2016,75.0,0.006053268765133172,0.006053268765133172
606,$125-<150k,"Saint John, New Brunswick",65 years and over,Females,2016,75.0,0.006053268765133172,0.012106537530266344
607,$150-<175k,"Saint John, New Brunswick",65 years and over,Females,2016,15.0,0.0012106537530266344,0.013317191283292978
608,$175-<200k,"Saint John, New Brunswick",65 years and over,Females,2016,15.0,0.0012106537530266344,0.014527845036319613
609,$200-225k,"Saint John, New Brunswick",65 years and over,Females,2016,5.0,0.0004035512510088781,0.014931396287328492
610,$25-<50k,"Saint John, New Brunswick",65 years and over,Females,2016,3690.0,0.29782082324455206,0.31275221953188054
611,$50-<75k,"Saint John, New Brunswick",65 years and over,Females,2016,1030.0,0.08313155770782889,0.3958837772397094
612,$75-<100k,"Saint John, New Brunswick",65 years and over,Females,2016,250.0,0.020177562550443905,0.4160613397901533
613,0-<25k,"Saint John, New Brunswick",65 years and over,Females,2016,7200.0,0.5811138014527845,0.9971751412429377
614,225-250k,"Saint John, New Brunswick",65 years and over,Females,2016,5.0,0.0004035512510088781,0.9975786924939466
615,>250k,"Saint John, New Brunswick",65 years and over,Females,2016,30.0,0.002421307506053269,0.9999999999999999
616,$100-<125k,"Montréal, Quebec",All age groups,Males,2016,46735.0,0.030686548739970322,0.030686548739970322
617,$125-<150k,"Montréal, Quebec",All age groups,Males,2016,46735.0,0.030686548739970322,0.061373097479940644
618,$150-<175k,"Montréal, Quebec",All age groups,Males,2016,12815.0,0.00841442435225676,0.0697875218321974
619,$175-<200k,"Montréal, Quebec",All age groups,Males,2016,12815.0,0.00841442435225676,0.07820194618445415
620,$200-225k,"Montréal, Quebec",All age groups,Males,2016,5465.0,0.0035883596632917043,0.08179030584774585
621,$25-<50k,"Montréal, Quebec",All age groups,Males,2016,435810.0,0.2861560887207974,0.3679463945685433
622,$50-<75k,"Montréal, Quebec",All age groups,Males,2016,269060.0,0.1766667979881548,0.544613192556698
623,$75-<100k,"Montréal, Quebec",All age groups,Males,2016,143790.0,0.0944135838947327,0.6390267764514308
624,0-<25k,"Montréal, Quebec",All age groups,Males,2016,524930.0,0.34467294383379954,0.9836997202852303
625,225-250k,"Montréal, Quebec",All age groups,Males,2016,5465.0,0.0035883596632917043,0.9872880799485221
626,>250k,"Montréal, Quebec",All age groups,Males,2016,19360.0,0.012711920051478023,1.0
627,$100-<125k,"Montréal, Quebec",0 to 24 years,Males,2016,120.0,,
628,$125-<150k,"Montréal, Quebec",0 to 24 years,Males,2016,120.0,,
629,$150-<175k,"Montréal, Quebec",0 to 24 years,Males,2016,15.0,,
630,$175-<200k,"Montréal, Quebec",0 to 24 years,Males,2016,15.0,,
631,$200-225k,"Montréal, Quebec",0 to 24 years,Males,2016,,,
632,$25-<50k,"Montréal, Quebec",0 to 24 years,Males,2016,29730.0,,
633,$50-<75k,"Montréal, Quebec",0 to 24 years,Males,2016,4880.0,,
634,$75-<100k,"Montréal, Quebec",0 to 24 years,Males,2016,840.0,,
635,0-<25k,"Montréal, Quebec",0 to 24 years,Males,2016,136880.0,,
636,225-250k,"Montréal, Quebec",0 to 24 years,Males,2016,,,
637,>250k,"Montréal, Quebec",0 to 24 years,Males,2016,0.0,,
638,$100-<125k,"Montréal, Quebec",25 to 34 years,Males,2016,4200.0,0.016549115410378658,0.016549115410378658
639,$125-<150k,"Montréal, Quebec",25 to 34 years,Males,2016,4200.0,0.016549115410378658,0.033098230820757316
640,$150-<175k,"Montréal, Quebec",25 to 34 years,Males,2016,655.0,0.002580873950904291,0.035679104771661606
641,$175-<200k,"Montréal, Quebec",25 to 34 years,Males,2016,655.0,0.002580873950904291,0.038259978722565896
642,$200-225k,"Montréal, Quebec",25 to 34 years,Males,2016,220.0,0.0008668584262579298,0.039126837148823826
643,$25-<50k,"Montréal, Quebec",25 to 34 years,Males,2016,85840.0,0.3382323968635486,0.3773592340123724
644,$50-<75k,"Montréal, Quebec",25 to 34 years,Males,2016,52810.0,0.20808542495764215,0.5854446589700146
645,$75-<100k,"Montréal, Quebec",25 to 34 years,Males,2016,21780.0,0.08581898419953504,0.6712636431695497
646,0-<25k,"Montréal, Quebec",25 to 34 years,Males,2016,82660.0,0.3257023523385476,0.9969659955080973
647,225-250k,"Montréal, Quebec",25 to 34 years,Males,2016,220.0,0.0008668584262579298,0.9978328539343552
648,>250k,"Montréal, Quebec",25 to 34 years,Males,2016,550.0,0.0021671460656448246,1.0
649,$100-<125k,"Montréal, Quebec",35 to 44 years,Males,2016,12700.0,0.04632669438972788,0.04632669438972788
650,$125-<150k,"Montréal, Quebec",35 to 44 years,Males,2016,12700.0,0.04632669438972788,0.09265338877945575
651,$150-<175k,"Montréal, Quebec",35 to 44 years,Males,2016,2885.0,0.010523819946012987,0.10317720872546873
652,$175-<200k,"Montréal, Quebec",35 to 44 years,Males,2016,2885.0,0.010523819946012987,0.11370102867148171
653,$200-225k,"Montréal, Quebec",35 to 44 years,Males,2016,1085.0,0.003957831764791712,0.11765886043627342
654,$25-<50k,"Montréal, Quebec",35 to 44 years,Males,2016,73990.0,0.26989859196031224,0.3875574523965857
655,$50-<75k,"Montréal, Quebec",35 to 44 years,Males,2016,60930.0,0.2222586999343401,0.6098161523309258
656,$75-<100k,"Montréal, Quebec",35 to 44 years,Males,2016,40450.0,0.14755234551688917,0.757368497847815
657,0-<25k,"Montréal, Quebec",35 to 44 years,Males,2016,62030.0,0.22627124826730868,0.9836397461151237
658,225-250k,"Montréal, Quebec",35 to 44 years,Males,2016,1085.0,0.003957831764791712,0.9875975778799154
659,>250k,"Montréal, Quebec",35 to 44 years,Males,2016,3400.0,0.012402422120084628,1.0
660,$100-<125k,"Montréal, Quebec",45 to 54 years,Males,2016,14740.0,0.053355534641279956,0.053355534641279956
661,$125-<150k,"Montréal, Quebec",45 to 54 years,Males,2016,14740.0,0.053355534641279956,0.10671106928255991
662,$150-<175k,"Montréal, Quebec",45 to 54 years,Males,2016,4240.0,0.01534786071092449,0.1220589299934844
663,$175-<200k,"Montréal, Quebec",45 to 54 years,Males,2016,4240.0,0.01534786071092449,0.1374067907044089
664,$200-225k,"Montréal, Quebec",45 to 54 years,Males,2016,1805.0,0.006533700137551582,0.14394049084196048
665,$25-<50k,"Montréal, Quebec",45 to 54 years,Males,2016,69870.0,0.2529139216679939,0.3968544125099544
666,$50-<75k,"Montréal, Quebec",45 to 54 years,Males,2016,56380.0,0.20408311011366104,0.6009375226236154
667,$75-<100k,"Montréal, Quebec",45 to 54 years,Males,2016,38910.0,0.14084558025048868,0.7417831028741041
668,0-<25k,"Montréal, Quebec",45 to 54 years,Males,2016,63340.0,0.22927676826178237,0.9710598711358864
669,225-250k,"Montréal, Quebec",45 to 54 years,Males,2016,1805.0,0.006533700137551582,0.977593571273438
670,>250k,"Montréal, Quebec",45 to 54 years,Males,2016,6190.0,0.022406428726561935,1.0
671,$100-<125k,"Montréal, Quebec",55 to 64 years,Males,2016,10435.0,0.04121248025276461,0.04121248025276461
672,$125-<150k,"Montréal, Quebec",55 to 64 years,Males,2016,10435.0,0.04121248025276461,0.08242496050552922
673,$150-<175k,"Montréal, Quebec",55 to 64 years,Males,2016,3335.0,0.013171406003159558,0.09559636650868877
674,$175-<200k,"Montréal, Quebec",55 to 64 years,Males,2016,3335.0,0.013171406003159558,0.10876777251184833
675,$200-225k,"Montréal, Quebec",55 to 64 years,Males,2016,1480.0,0.005845181674565561,0.11461295418641389
676,$25-<50k,"Montréal, Quebec",55 to 64 years,Males,2016,71310.0,0.2816350710900474,0.39624802527646125
677,$50-<75k,"Montréal, Quebec",55 to 64 years,Males,2016,49500.0,0.19549763033175355,0.5917456556082148
678,$75-<100k,"Montréal, Quebec",55 to 64 years,Males,2016,27330.0,0.10793838862559242,0.6996840442338073
679,0-<25k,"Montréal, Quebec",55 to 64 years,Males,2016,68890.0,0.2720774091627172,0.9717614533965244
680,225-250k,"Montréal, Quebec",55 to 64 years,Males,2016,1480.0,0.005845181674565561,0.97760663507109
681,>250k,"Montréal, Quebec",55 to 64 years,Males,2016,5670.0,0.02239336492890995,1.0
682,$100-<125k,"Montréal, Quebec",65 years and over,Males,2016,4540.0,0.015496467215073216,0.015496467215073216
683,$125-<150k,"Montréal, Quebec",65 years and over,Males,2016,4540.0,0.015496467215073216,0.030992934430146432
684,$150-<175k,"Montréal, Quebec",65 years and over,Males,2016,1685.0,0.0057514421271802575,0.03674437655732669
685,$175-<200k,"Montréal, Quebec",65 years and over,Males,2016,1685.0,0.0057514421271802575,0.04249581868450694
686,$200-225k,"Montréal, Quebec",65 years and over,Males,2016,865.0,0.0029525207359115267,0.04544833942041847
687,$25-<50k,"Montréal, Quebec",65 years and over,Males,2016,105080.0,0.35867153633477833,0.4041198757551968
688,$50-<75k,"Montréal, Quebec",65 years and over,Males,2016,44550.0,0.15206335119636824,0.5561832269515651
689,$75-<100k,"Montréal, Quebec",65 years and over,Males,2016,14490.0,0.04945898897498038,0.6056422159265454
690,0-<25k,"Montréal, Quebec",65 years and over,Males,2016,111120.0,0.3792879817046114,0.9849301976311569
691,225-250k,"Montréal, Quebec",65 years and over,Males,2016,865.0,0.0029525207359115267,0.9878827183670684
692,>250k,"Montréal, Quebec",65 years and over,Males,2016,3550.0,0.012117281632931699,1.0000000000000002
693,$100-<125k,"Montréal, Quebec",All age groups,Females,2016,23015.0,0.014014821671061205,0.014014821671061205
694,$125-<150k,"Montréal, Quebec",All age groups,Females,2016,23015.0,0.014014821671061205,0.02802964334212241
695,$150-<175k,"Montréal, Quebec",All age groups,Females,2016,5535.0,0.0033704991505246044,0.03140014249264701
696,$175-<200k,"Montréal, Quebec",All age groups,Females,2016,5535.0,0.0033704991505246044,0.03477064164317162
697,$200-225k,"Montréal, Quebec",All age groups,Females,2016,2225.0,0.0013548980325053738,0.03612553967567699
698,$25-<50k,"Montréal, Quebec",All age groups,Females,2016,505790.0,0.30799724757792946,0.34412278725360645
699,$50-<75k,"Montréal, Quebec",All age groups,Females,2016,244110.0,0.14864906009657836,0.4927718473501848
700,$75-<100k,"Montréal, Quebec",All age groups,Females,2016,100290.0,0.06107088704717481,0.5538427343973596
701,0-<25k,"Montréal, Quebec",All age groups,Females,2016,724030.0,0.440892953921288,0.9947356883186477
702,225-250k,"Montréal, Quebec",All age groups,Females,2016,2225.0,0.0013548980325053738,0.996090586351153
703,>250k,"Montréal, Quebec",All age groups,Females,2016,6420.0,0.003909413648846966,1.0
704,$100-<125k,"Montréal, Quebec",0 to 24 years,Females,2016,45.0,,
705,$125-<150k,"Montréal, Quebec",0 to 24 years,Females,2016,45.0,,
706,$150-<175k,"Montréal, Quebec",0 to 24 years,Females,2016,,,
707,$175-<200k,"Montréal, Quebec",0 to 24 years,Females,2016,,,
708,$200-225k,"Montréal, Quebec",0 to 24 years,Females,2016,,,
709,$25-<50k,"Montréal, Quebec",0 to 24 years,Females,2016,24940.0,,
710,$50-<75k,"Montréal, Quebec",0 to 24 years,Females,2016,2250.0,,
711,$75-<100k,"Montréal, Quebec",0 to 24 years,Females,2016,310.0,,
712,0-<25k,"Montréal, Quebec",0 to 24 years,Females,2016,146600.0,,
713,225-250k,"Montréal, Quebec",0 to 24 years,Females,2016,,,
714,>250k,"Montréal, Quebec",0 to 24 years,Females,2016,0.0,,
715,$100-<125k,"Montréal, Quebec",25 to 34 years,Females,2016,1970.0,0.0073444432017298585,0.0073444432017298585
716,$125-<150k,"Montréal, Quebec",25 to 34 years,Females,2016,1970.0,0.0073444432017298585,0.014688886403459717
717,$150-<175k,"Montréal, Quebec",25 to 34 years,Females,2016,330.0,0.0012302874398836818,0.0159191738433434
718,$175-<200k,"Montréal, Quebec",25 to 34 years,Females,2016,330.0,0.0012302874398836818,0.017149461283227082
719,$200-225k,"Montréal, Quebec",25 to 34 years,Females,2016,105.0,0.00039145509450844423,0.017540916377735527
720,$25-<50k,"Montréal, Quebec",25 to 34 years,Females,2016,107110.0,0.3993214778361854,0.4168623942139209
721,$50-<75k,"Montréal, Quebec",25 to 34 years,Females,2016,48810.0,0.18197069679006822,0.5988330910039892
722,$75-<100k,"Montréal, Quebec",25 to 34 years,Females,2016,11070.0,0.04127055139246169,0.6401036423964509
723,0-<25k,"Montréal, Quebec",25 to 34 years,Females,2016,96180.0,0.3585728665697349,0.9986765089661858
724,225-250k,"Montréal, Quebec",25 to 34 years,Females,2016,105.0,0.00039145509450844423,0.9990679640606942
725,>250k,"Montréal, Quebec",25 to 34 years,Females,2016,250.0,0.0009320359393058197,1.0
726,$100-<125k,"Montréal, Quebec",35 to 44 years,Females,2016,6240.0,0.021602160216021602,0.021602160216021602
727,$125-<150k,"Montréal, Quebec",35 to 44 years,Females,2016,6240.0,0.021602160216021602,0.043204320432043204
728,$150-<175k,"Montréal, Quebec",35 to 44 years,Females,2016,1265.0,0.004379284082254379,0.047583604514297585
729,$175-<200k,"Montréal, Quebec",35 to 44 years,Females,2016,1265.0,0.004379284082254379,0.051962888596551966
730,$200-225k,"Montréal, Quebec",35 to 44 years,Females,2016,455.0,0.0015751575157515751,0.05353804611230354
731,$25-<50k,"Montréal, Quebec",35 to 44 years,Females,2016,95460.0,0.33047150868933045,0.384009554801634
732,$50-<75k,"Montréal, Quebec",35 to 44 years,Females,2016,65550.0,0.22692653880772692,0.610936093609361
733,$75-<100k,"Montréal, Quebec",35 to 44 years,Females,2016,31680.0,0.10967250571210967,0.7206085993214706
734,0-<25k,"Montréal, Quebec",35 to 44 years,Females,2016,79110.0,0.27386969466177385,0.9944782939832444
735,225-250k,"Montréal, Quebec",35 to 44 years,Females,2016,455.0,0.0015751575157515751,0.9960534514989959
736,>250k,"Montréal, Quebec",35 to 44 years,Females,2016,1140.0,0.003946548501003947,0.9999999999999999
737,$100-<125k,"Montréal, Quebec",45 to 54 years,Females,2016,7755.0,0.028208206023570492,0.028208206023570492
738,$125-<150k,"Montréal, Quebec",45 to 54 years,Females,2016,7755.0,0.028208206023570492,0.056416412047140985
739,$150-<175k,"Montréal, Quebec",45 to 54 years,Females,2016,1905.0,0.006929288520296814,0.0633457005674378
740,$175-<200k,"Montréal, Quebec",45 to 54 years,Females,2016,1905.0,0.006929288520296814,0.07027498908773461
741,$200-225k,"Montréal, Quebec",45 to 54 years,Females,2016,785.0,0.0028553761094136476,0.07313036519714826
742,$25-<50k,"Montréal, Quebec",45 to 54 years,Females,2016,86980.0,0.316382947766623,0.3895133129637713
743,$50-<75k,"Montréal, Quebec",45 to 54 years,Females,2016,53910.0,0.19609340899170669,0.5856067219554779
744,$75-<100k,"Montréal, Quebec",45 to 54 years,Females,2016,30820.0,0.1121053397351957,0.6977120616906736
745,0-<25k,"Montréal, Quebec",45 to 54 years,Females,2016,80190.0,0.29168485377564385,0.9893969154663174
746,225-250k,"Montréal, Quebec",45 to 54 years,Females,2016,785.0,0.0028553761094136476,0.992252291575731
747,>250k,"Montréal, Quebec",45 to 54 years,Females,2016,2130.0,0.0077477084242688786,0.9999999999999999
748,$100-<125k,"Montréal, Quebec",55 to 64 years,Females,2016,4640.0,0.018003336825359872,0.018003336825359872
749,$125-<150k,"Montréal, Quebec",55 to 64 years,Females,2016,4640.0,0.018003336825359872,0.036006673650719745
750,$150-<175k,"Montréal, Quebec",55 to 64 years,Females,2016,1250.0,0.004850036860280138,0.040856710510999886
751,$175-<200k,"Montréal, Quebec",55 to 64 years,Females,2016,1250.0,0.004850036860280138,0.045706747371280027
752,$200-225k,"Montréal, Quebec",55 to 64 years,Females,2016,535.0,0.002075815776199899,0.047782563147479924
753,$25-<50k,"Montréal, Quebec",55 to 64 years,Females,2016,83550.0,0.3241764637411244,0.3719590268886043
754,$50-<75k,"Montréal, Quebec",55 to 64 years,Females,2016,42000.0,0.16296123850541264,0.5349202653940169
755,$75-<100k,"Montréal, Quebec",55 to 64 years,Females,2016,18060.0,0.07007333255732744,0.6049935979513443
756,0-<25k,"Montréal, Quebec",55 to 64 years,Females,2016,99730.0,0.3869553408605905,0.9919489388119349
757,225-250k,"Montréal, Quebec",55 to 64 years,Females,2016,535.0,0.002075815776199899,0.9940247545881348
758,>250k,"Montréal, Quebec",55 to 64 years,Females,2016,1540.0,0.00597524541186513,0.9999999999999999
759,$100-<125k,"Montréal, Quebec",65 years and over,Females,2016,2360.0,0.0062397546401565225,0.0062397546401565225
760,$125-<150k,"Montréal, Quebec",65 years and over,Females,2016,2360.0,0.0062397546401565225,0.012479509280313045
761,$150-<175k,"Montréal, Quebec",65 years and over,Females,2016,765.0,0.0020226323303897203,0.014502141610702766
762,$175-<200k,"Montréal, Quebec",65 years and over,Females,2016,765.0,0.0020226323303897203,0.016524773941092485
763,$200-225k,"Montréal, Quebec",65 years and over,Females,2016,345.0,0.0009121675215483053,0.01743694146264079
764,$25-<50k,"Montréal, Quebec",65 years and over,Females,2016,107740.0,0.28486066310612873,0.30229760456876953
765,$50-<75k,"Montréal, Quebec",65 years and over,Females,2016,31600.0,0.0835492570461636,0.38584686161493315
766,$75-<100k,"Montréal, Quebec",65 years and over,Females,2016,8360.0,0.02210353762360531,0.40795039923853843
767,0-<25k,"Montréal, Quebec",65 years and over,Females,2016,222210.0,0.5875152027920258,0.9954656020305643
768,225-250k,"Montréal, Quebec",65 years and over,Females,2016,345.0,0.0009121675215483053,0.9963777695521127
769,>250k,"Montréal, Quebec",65 years and over,Females,2016,1370.0,0.003622230447887473,1.0000000000000002
770,$100-<125k,"Ottawa-Gatineau, Ontario part",All age groups,Males,2016,21260.0,0.0612009902700213,0.0612009902700213
771,$125-<150k,"Ottawa-Gatineau, Ontario part",All age groups,Males,2016,21260.0,0.0612009902700213,0.1224019805400426
772,$150-<175k,"Ottawa-Gatineau, Ontario part",All age groups,Males,2016,5540.0,0.01594795325004318,0.13834993379008578
