,Age,Income,Location,Sex,Year,count,cumulative_percent,percentage
566,25 to 34 years,$125-<150k,"Saint John, New Brunswick",Females,2016.0,50.0,,
567,25 to 34 years,$150-<175k,"Saint John, New Brunswick",Females,2016.0,,,
568,25 to 34 years,$175-<200k,"Saint John, New Brunswick",Females,2016.0,,,
569,25 to 34 years,$200-225k,"Saint John, New Brunswick",Females,2016.0,,,
570,25 to 34 years,225-250k,"Saint John, New Brunswick",Females,2016.0,,,
571,25 to 34 years,>250k,"Saint John, New Brunswick",Females,2016.0,0.0,,
572,35 to 44 years,$0-<25k,"Saint John, New Brunswick",Females,2016.0,2230.0,0.27564894932014833,0.27564894932014833
573,35 to 44 years,$25-<50k,"Saint John, New Brunswick",Females,2016.0,3030.0,0.6501854140914709,0.37453646477132263
574,35 to 44 years,$50-<75k,"Saint John, New Brunswick",Females,2016.0,1590.0,0.8467243510506798,0.1965389369592089
575,35 to 44 years,$75-<100k,"Saint John, New Brunswick",Females,2016.0,850.0,0.9517923362175524,0.10506798516687268
576,35 to 44 years,$100-<125k,"Saint John, New Brunswick",Females,2016.0,145.0,0.9697156983930778,0.01792336217552534
577,35 to 44 years,$125-<150k,"Saint John, New Brunswick",Females,2016.0,145.0,0.9876390605686032,0.01792336217552534
578,35 to 44 years,$150-<175k,"Saint John, New Brunswick",Females,2016.0,30.0,0.9913473423980222,0.003708281829419036
579,35 to 44 years,$175-<200k,"Saint John, New Brunswick",Females,2016.0,30.0,0.9950556242274413,0.003708281829419036
580,35 to 44 years,$200-225k,"Saint John, New Brunswick",Females,2016.0,5.0,0.9956736711990112,0.0006180469715698393
581,35 to 44 years,225-250k,"Saint John, New Brunswick",Females,2016.0,5.0,0.996291718170581,0.0006180469715698393
582,35 to 44 years,>250k,"Saint John, New Brunswick",Females,2016.0,30.0,1.0,0.003708281829419036
583,45 to 54 years,$0-<25k,"Saint John, New Brunswick",Females,2016.0,2610.0,0.29292929292929293,0.29292929292929293
584,45 to 54 years,$25-<50k,"Saint John, New Brunswick",Females,2016.0,3110.0,0.6419753086419753,0.3490460157126824
585,45 to 54 years,$50-<75k,"Saint John, New Brunswick",Females,2016.0,1640.0,0.8260381593714927,0.1840628507295174
586,45 to 54 years,$75-<100k,"Saint John, New Brunswick",Females,2016.0,930.0,0.9304152637485971,0.10437710437710437
587,45 to 54 years,$100-<125k,"Saint John, New Brunswick",Females,2016.0,240.0,0.957351290684624,0.026936026936026935
588,45 to 54 years,$125-<150k,"Saint John, New Brunswick",Females,2016.0,240.0,0.9842873176206509,0.026936026936026935
589,45 to 54 years,$150-<175k,"Saint John, New Brunswick",Females,2016.0,40.0,0.988776655443322,0.004489337822671156
590,45 to 54 years,$175-<200k,"Saint John, New Brunswick",Females,2016.0,40.0,0.9932659932659932,0.004489337822671156
591,45 to 54 years,$200-225k,"Saint John, New Brunswick",Females,2016.0,15.0,0.9949494949494949,0.0016835016835016834
592,45 to 54 years,225-250k,"Saint John, New Brunswick",Females,2016.0,15.0,0.9966329966329966,0.0016835016835016834
593,45 to 54 years,>250k,"Saint John, New Brunswick",Females,2016.0,30.0,1.0,0.003367003367003367
594,55 to 64 years,$0-<25k,"Saint John, New Brunswick",Females,2016.0,3790.0,0.41511500547645125,0.41511500547645125
595,55 to 64 years,$25-<50k,"Saint John, New Brunswick",Females,2016.0,2970.0,0.7404162102957283,0.3253012048192771
596,55 to 64 years,$50-<75k,"Saint John, New Brunswick",Females,2016.0,1340.0,0.8871851040525739,0.14676889375684557
597,55 to 64 years,$75-<100k,"Saint John, New Brunswick",Females,2016.0,630.0,0.9561883899233297,0.06900328587075576
598,55 to 64 years,$100-<125k,"Saint John, New Brunswick",Females,2016.0,150.0,0.972617743702081,0.01642935377875137
599,55 to 64 years,$125-<150k,"Saint John, New Brunswick",Females,2016.0,150.0,0.9890470974808323,0.01642935377875137
600,55 to 64 years,$150-<175k,"Saint John, New Brunswick",Females,2016.0,30.0,0.9923329682365826,0.0032858707557502738
601,55 to 64 years,$175-<200k,"Saint John, New Brunswick",Females,2016.0,30.0,0.9956188389923328,0.0032858707557502738
602,55 to 64 years,$200-225k,"Saint John, New Brunswick",Females,2016.0,5.0,0.9961664841182912,0.000547645125958379
603,55 to 64 years,225-250k,"Saint John, New Brunswick",Females,2016.0,5.0,0.9967141292442496,0.000547645125958379
604,55 to 64 years,>250k,"Saint John, New Brunswick",Females,2016.0,30.0,0.9999999999999999,0.0032858707557502738
605,65 years and over,$0-<25k,"Saint John, New Brunswick",Females,2016.0,7200.0,0.5811138014527845,0.5811138014527845
606,65 years and over,$25-<50k,"Saint John, New Brunswick",Females,2016.0,3690.0,0.8789346246973365,0.29782082324455206
607,65 years and over,$50-<75k,"Saint John, New Brunswick",Females,2016.0,1030.0,0.9620661824051654,0.08313155770782889
608,65 years and over,$75-<100k,"Saint John, New Brunswick",Females,2016.0,250.0,0.9822437449556093,0.020177562550443905
609,65 years and over,$100-<125k,"Saint John, New Brunswick",Females,2016.0,75.0,0.9882970137207424,0.006053268765133172
610,65 years and over,$125-<150k,"Saint John, New Brunswick",Females,2016.0,75.0,0.9943502824858755,0.006053268765133172
611,65 years and over,$150-<175k,"Saint John, New Brunswick",Females,2016.0,15.0,0.9955609362389022,0.0012106537530266344
612,65 years and over,$175-<200k,"Saint John, New Brunswick",Females,2016.0,15.0,0.9967715899919288,0.0012106537530266344
613,65 years and over,$200-225k,"Saint John, New Brunswick",Females,2016.0,5.0,0.9971751412429377,0.0004035512510088781
614,65 years and over,225-250k,"Saint John, New Brunswick",Females,2016.0,5.0,0.9975786924939466,0.0004035512510088781
615,65 years and over,>250k,"Saint John, New Brunswick",Females,2016.0,30.0,0.9999999999999999,0.002421307506053269
616,All age groups,$0-<25k,"Montréal, Quebec",Males,2016.0,524930.0,0.34467294383379954,0.34467294383379954
617,All age groups,$25-<50k,"Montréal, Quebec",Males,2016.0,435810.0,0.6308290325545969,0.2861560887207974
618,All age groups,$50-<75k,"Montréal, Quebec",Males,2016.0,269060.0,0.8074958305427516,0.1766667979881548
619,All age groups,$75-<100k,"Montréal, Quebec",Males,2016.0,143790.0,0.9019094144374844,0.0944135838947327
620,All age groups,$100-<125k,"Montréal, Quebec",Males,2016.0,46735.0,0.9325959631774547,0.030686548739970322
621,All age groups,$125-<150k,"Montréal, Quebec",Males,2016.0,46735.0,0.9632825119174251,0.030686548739970322
622,All age groups,$150-<175k,"Montréal, Quebec",Males,2016.0,12815.0,0.9716969362696819,0.00841442435225676
623,All age groups,$175-<200k,"Montréal, Quebec",Males,2016.0,12815.0,0.9801113606219387,0.00841442435225676
624,All age groups,$200-225k,"Montréal, Quebec",Males,2016.0,5465.0,0.9836997202852305,0.0035883596632917043
625,All age groups,225-250k,"Montréal, Quebec",Males,2016.0,5465.0,0.9872880799485222,0.0035883596632917043
626,All age groups,>250k,"Montréal, Quebec",Males,2016.0,19360.0,1.0000000000000002,0.012711920051478023
627,0 to 24 years,$0-<25k,"Montréal, Quebec",Males,2016.0,136880.0,,
628,0 to 24 years,$25-<50k,"Montréal, Quebec",Males,2016.0,29730.0,,
629,0 to 24 years,$50-<75k,"Montréal, Quebec",Males,2016.0,4880.0,,
630,0 to 24 years,$75-<100k,"Montréal, Quebec",Males,2016.0,840.0,,
631,0 to 24 years,$100-<125k,"Montréal, Quebec",Males,2016.0,120.0,,
632,0 to 24 years,$125-<150k,"Montréal, Quebec",Males,2016.0,120.0,,
633,0 to 24 years,$150-<175k,"Montréal, Quebec",Males,2016.0,15.0,,
634,0 to 24 years,$175-<200k,"Montréal, Quebec",Males,2016.0,15.0,,
635,0 to 24 years,$200-225k,"Montréal, Quebec",Males,2016.0,,,
636,0 to 24 years,225-250k,"Montréal, Quebec",Males,2016.0,,,
637,0 to 24 years,>250k,"Montréal, Quebec",Males,2016.0,0.0,,
638,25 to 34 years,$0-<25k,"Montréal, Quebec",Males,2016.0,82660.0,0.3257023523385476,0.3257023523385476
639,25 to 34 years,$25-<50k,"Montréal, Quebec",Males,2016.0,85840.0,0.6639347492020962,0.3382323968635486
640,25 to 34 years,$50-<75k,"Montréal, Quebec",Males,2016.0,52810.0,0.8720201741597383,0.20808542495764215
641,25 to 34 years,$75-<100k,"Montréal, Quebec",Males,2016.0,21780.0,0.9578391583592734,0.08581898419953504
642,25 to 34 years,$100-<125k,"Montréal, Quebec",Males,2016.0,4200.0,0.974388273769652,0.016549115410378658
643,25 to 34 years,$125-<150k,"Montréal, Quebec",Males,2016.0,4200.0,0.9909373891800306,0.016549115410378658
644,25 to 34 years,$150-<175k,"Montréal, Quebec",Males,2016.0,655.0,0.9935182631309349,0.002580873950904291
645,25 to 34 years,$175-<200k,"Montréal, Quebec",Males,2016.0,655.0,0.9960991370818393,0.002580873950904291
646,25 to 34 years,$200-225k,"Montréal, Quebec",Males,2016.0,220.0,0.9969659955080972,0.0008668584262579298
647,25 to 34 years,225-250k,"Montréal, Quebec",Males,2016.0,220.0,0.9978328539343551,0.0008668584262579298
648,25 to 34 years,>250k,"Montréal, Quebec",Males,2016.0,550.0,0.9999999999999999,0.0021671460656448246
649,35 to 44 years,$0-<25k,"Montréal, Quebec",Males,2016.0,62030.0,0.22627124826730868,0.22627124826730868
650,35 to 44 years,$25-<50k,"Montréal, Quebec",Males,2016.0,73990.0,0.4961698402276209,0.26989859196031224
651,35 to 44 years,$50-<75k,"Montréal, Quebec",Males,2016.0,60930.0,0.718428540161961,0.2222586999343401
652,35 to 44 years,$75-<100k,"Montréal, Quebec",Males,2016.0,40450.0,0.8659808856788502,0.14755234551688917
653,35 to 44 years,$100-<125k,"Montréal, Quebec",Males,2016.0,12700.0,0.9123075800685782,0.04632669438972788
654,35 to 44 years,$125-<150k,"Montréal, Quebec",Males,2016.0,12700.0,0.9586342744583061,0.04632669438972788
655,35 to 44 years,$150-<175k,"Montréal, Quebec",Males,2016.0,2885.0,0.9691580944043191,0.010523819946012987
656,35 to 44 years,$175-<200k,"Montréal, Quebec",Males,2016.0,2885.0,0.9796819143503321,0.010523819946012987
657,35 to 44 years,$200-225k,"Montréal, Quebec",Males,2016.0,1085.0,0.9836397461151238,0.003957831764791712
658,35 to 44 years,225-250k,"Montréal, Quebec",Males,2016.0,1085.0,0.9875975778799155,0.003957831764791712
659,35 to 44 years,>250k,"Montréal, Quebec",Males,2016.0,3400.0,1.0000000000000002,0.012402422120084628
660,45 to 54 years,$0-<25k,"Montréal, Quebec",Males,2016.0,63340.0,0.22927676826178237,0.22927676826178237
661,45 to 54 years,$25-<50k,"Montréal, Quebec",Males,2016.0,69870.0,0.4821906899297763,0.2529139216679939
662,45 to 54 years,$50-<75k,"Montréal, Quebec",Males,2016.0,56380.0,0.6862738000434374,0.20408311011366104
663,45 to 54 years,$75-<100k,"Montréal, Quebec",Males,2016.0,38910.0,0.8271193802939261,0.14084558025048868
664,45 to 54 years,$100-<125k,"Montréal, Quebec",Males,2016.0,14740.0,0.880474914935206,0.053355534641279956
665,45 to 54 years,$125-<150k,"Montréal, Quebec",Males,2016.0,14740.0,0.933830449576486,0.053355534641279956
666,45 to 54 years,$150-<175k,"Montréal, Quebec",Males,2016.0,4240.0,0.9491783102874105,0.01534786071092449
667,45 to 54 years,$175-<200k,"Montréal, Quebec",Males,2016.0,4240.0,0.964526170998335,0.01534786071092449
668,45 to 54 years,$200-225k,"Montréal, Quebec",Males,2016.0,1805.0,0.9710598711358867,0.006533700137551582
669,45 to 54 years,225-250k,"Montréal, Quebec",Males,2016.0,1805.0,0.9775935712734383,0.006533700137551582
670,45 to 54 years,>250k,"Montréal, Quebec",Males,2016.0,6190.0,1.0000000000000002,0.022406428726561935
671,55 to 64 years,$0-<25k,"Montréal, Quebec",Males,2016.0,68890.0,0.2720774091627172,0.2720774091627172
672,55 to 64 years,$25-<50k,"Montréal, Quebec",Males,2016.0,71310.0,0.5537124802527646,0.2816350710900474
673,55 to 64 years,$50-<75k,"Montréal, Quebec",Males,2016.0,49500.0,0.7492101105845181,0.19549763033175355
674,55 to 64 years,$75-<100k,"Montréal, Quebec",Males,2016.0,27330.0,0.8571484992101106,0.10793838862559242
675,55 to 64 years,$100-<125k,"Montréal, Quebec",Males,2016.0,10435.0,0.8983609794628752,0.04121248025276461
676,55 to 64 years,$125-<150k,"Montréal, Quebec",Males,2016.0,10435.0,0.9395734597156398,0.04121248025276461
677,55 to 64 years,$150-<175k,"Montréal, Quebec",Males,2016.0,3335.0,0.9527448657187993,0.013171406003159558
678,55 to 64 years,$175-<200k,"Montréal, Quebec",Males,2016.0,3335.0,0.9659162717219589,0.013171406003159558
679,55 to 64 years,$200-225k,"Montréal, Quebec",Males,2016.0,1480.0,0.9717614533965245,0.005845181674565561
680,55 to 64 years,225-250k,"Montréal, Quebec",Males,2016.0,1480.0,0.9776066350710901,0.005845181674565561
681,55 to 64 years,>250k,"Montréal, Quebec",Males,2016.0,5670.0,1.0,0.02239336492890995
682,65 years and over,$0-<25k,"Montréal, Quebec",Males,2016.0,111120.0,0.3792879817046114,0.3792879817046114
683,65 years and over,$25-<50k,"Montréal, Quebec",Males,2016.0,105080.0,0.7379595180393898,0.35867153633477833
684,65 years and over,$50-<75k,"Montréal, Quebec",Males,2016.0,44550.0,0.890022869235758,0.15206335119636824
685,65 years and over,$75-<100k,"Montréal, Quebec",Males,2016.0,14490.0,0.9394818582107384,0.04945898897498038
686,65 years and over,$100-<125k,"Montréal, Quebec",Males,2016.0,4540.0,0.9549783254258116,0.015496467215073216
687,65 years and over,$125-<150k,"Montréal, Quebec",Males,2016.0,4540.0,0.9704747926408849,0.015496467215073216
688,65 years and over,$150-<175k,"Montréal, Quebec",Males,2016.0,1685.0,0.9762262347680651,0.0057514421271802575
689,65 years and over,$175-<200k,"Montréal, Quebec",Males,2016.0,1685.0,0.9819776768952454,0.0057514421271802575
690,65 years and over,$200-225k,"Montréal, Quebec",Males,2016.0,865.0,0.984930197631157,0.0029525207359115267
691,65 years and over,225-250k,"Montréal, Quebec",Males,2016.0,865.0,0.9878827183670685,0.0029525207359115267
692,65 years and over,>250k,"Montréal, Quebec",Males,2016.0,3550.0,1.0000000000000002,0.012117281632931699
693,All age groups,$0-<25k,"Montréal, Quebec",Females,2016.0,724030.0,0.440892953921288,0.440892953921288
694,All age groups,$25-<50k,"Montréal, Quebec",Females,2016.0,505790.0,0.7488902014992175,0.30799724757792946
695,All age groups,$50-<75k,"Montréal, Quebec",Females,2016.0,244110.0,0.8975392615957958,0.14864906009657836
696,All age groups,$75-<100k,"Montréal, Quebec",Females,2016.0,100290.0,0.9586101486429706,0.06107088704717481
697,All age groups,$100-<125k,"Montréal, Quebec",Females,2016.0,23015.0,0.9726249703140317,0.014014821671061205
698,All age groups,$125-<150k,"Montréal, Quebec",Females,2016.0,23015.0,0.9866397919850929,0.014014821671061205
699,All age groups,$150-<175k,"Montréal, Quebec",Females,2016.0,5535.0,0.9900102911356174,0.0033704991505246044
700,All age groups,$175-<200k,"Montréal, Quebec",Females,2016.0,5535.0,0.993380790286142,0.0033704991505246044
701,All age groups,$200-225k,"Montréal, Quebec",Females,2016.0,2225.0,0.9947356883186473,0.0013548980325053738
702,All age groups,225-250k,"Montréal, Quebec",Females,2016.0,2225.0,0.9960905863511527,0.0013548980325053738
703,All age groups,>250k,"Montréal, Quebec",Females,2016.0,6420.0,0.9999999999999997,0.003909413648846966
704,0 to 24 years,$0-<25k,"Montréal, Quebec",Females,2016.0,146600.0,,
705,0 to 24 years,$25-<50k,"Montréal, Quebec",Females,2016.0,24940.0,,
706,0 to 24 years,$50-<75k,"Montréal, Quebec",Females,2016.0,2250.0,,
707,0 to 24 years,$75-<100k,"Montréal, Quebec",Females,2016.0,310.0,,
708,0 to 24 years,$100-<125k,"Montréal, Quebec",Females,2016.0,45.0,,
709,0 to 24 years,$125-<150k,"Montréal, Quebec",Females,2016.0,45.0,,
710,0 to 24 years,$150-<175k,"Montréal, Quebec",Females,2016.0,,,
711,0 to 24 years,$175-<200k,"Montréal, Quebec",Females,2016.0,,,
712,0 to 24 years,$200-225k,"Montréal, Quebec",Females,2016.0,,,
713,0 to 24 years,225-250k,"Montréal, Quebec",Females,2016.0,,,
714,0 to 24 years,>250k,"Montréal, Quebec",Females,2016.0,0.0,,
715,25 to 34 years,$0-<25k,"Montréal, Quebec",Females,2016.0,96180.0,0.3585728665697349,0.3585728665697349
716,25 to 34 years,$25-<50k,"Montréal, Quebec",Females,2016.0,107110.0,0.7578943444059203,0.3993214778361854
717,25 to 34 years,$50-<75k,"Montréal, Quebec",Females,2016.0,48810.0,0.9398650411959886,0.18197069679006822
718,25 to 34 years,$75-<100k,"Montréal, Quebec",Females,2016.0,11070.0,0.9811355925884503,0.04127055139246169
719,25 to 34 years,$100-<125k,"Montréal, Quebec",Females,2016.0,1970.0,0.9884800357901802,0.0073444432017298585
720,25 to 34 years,$125-<150k,"Montréal, Quebec",Females,2016.0,1970.0,0.9958244789919101,0.0073444432017298585
721,25 to 34 years,$150-<175k,"Montréal, Quebec",Females,2016.0,330.0,0.9970547664317938,0.0012302874398836818
722,25 to 34 years,$175-<200k,"Montréal, Quebec",Females,2016.0,330.0,0.9982850538716775,0.0012302874398836818
723,25 to 34 years,$200-225k,"Montréal, Quebec",Females,2016.0,105.0,0.998676508966186,0.00039145509450844423
724,25 to 34 years,225-250k,"Montréal, Quebec",Females,2016.0,105.0,0.9990679640606944,0.00039145509450844423
725,25 to 34 years,>250k,"Montréal, Quebec",Females,2016.0,250.0,1.0000000000000002,0.0009320359393058197
726,35 to 44 years,$0-<25k,"Montréal, Quebec",Females,2016.0,79110.0,0.27386969466177385,0.27386969466177385
727,35 to 44 years,$25-<50k,"Montréal, Quebec",Females,2016.0,95460.0,0.6043412033511043,0.33047150868933045
728,35 to 44 years,$50-<75k,"Montréal, Quebec",Females,2016.0,65550.0,0.8312677421588313,0.22692653880772692
729,35 to 44 years,$75-<100k,"Montréal, Quebec",Females,2016.0,31680.0,0.9409402478709409,0.10967250571210967
730,35 to 44 years,$100-<125k,"Montréal, Quebec",Females,2016.0,6240.0,0.9625424080869625,0.021602160216021602
731,35 to 44 years,$125-<150k,"Montréal, Quebec",Females,2016.0,6240.0,0.984144568302984,0.021602160216021602
732,35 to 44 years,$150-<175k,"Montréal, Quebec",Females,2016.0,1265.0,0.9885238523852384,0.004379284082254379
733,35 to 44 years,$175-<200k,"Montréal, Quebec",Females,2016.0,1265.0,0.9929031364674928,0.004379284082254379
734,35 to 44 years,$200-225k,"Montréal, Quebec",Females,2016.0,455.0,0.9944782939832444,0.0015751575157515751
735,35 to 44 years,225-250k,"Montréal, Quebec",Females,2016.0,455.0,0.9960534514989959,0.0015751575157515751
736,35 to 44 years,>250k,"Montréal, Quebec",Females,2016.0,1140.0,0.9999999999999999,0.003946548501003947
737,45 to 54 years,$0-<25k,"Montréal, Quebec",Females,2016.0,80190.0,0.29168485377564385,0.29168485377564385
738,45 to 54 years,$25-<50k,"Montréal, Quebec",Females,2016.0,86980.0,0.6080678015422669,0.316382947766623
739,45 to 54 years,$50-<75k,"Montréal, Quebec",Females,2016.0,53910.0,0.8041612105339736,0.19609340899170669
740,45 to 54 years,$75-<100k,"Montréal, Quebec",Females,2016.0,30820.0,0.9162665502691693,0.1121053397351957
741,45 to 54 years,$100-<125k,"Montréal, Quebec",Females,2016.0,7755.0,0.9444747562927398,0.028208206023570492
742,45 to 54 years,$125-<150k,"Montréal, Quebec",Females,2016.0,7755.0,0.9726829623163102,0.028208206023570492
743,45 to 54 years,$150-<175k,"Montréal, Quebec",Females,2016.0,1905.0,0.9796122508366071,0.006929288520296814
744,45 to 54 years,$175-<200k,"Montréal, Quebec",Females,2016.0,1905.0,0.9865415393569039,0.006929288520296814
745,45 to 54 years,$200-225k,"Montréal, Quebec",Females,2016.0,785.0,0.9893969154663176,0.0028553761094136476
746,45 to 54 years,225-250k,"Montréal, Quebec",Females,2016.0,785.0,0.9922522915757312,0.0028553761094136476
747,45 to 54 years,>250k,"Montréal, Quebec",Females,2016.0,2130.0,1.0000000000000002,0.0077477084242688786
748,55 to 64 years,$0-<25k,"Montréal, Quebec",Females,2016.0,99730.0,0.3869553408605905,0.3869553408605905
749,55 to 64 years,$25-<50k,"Montréal, Quebec",Females,2016.0,83550.0,0.711131804601715,0.3241764637411244
750,55 to 64 years,$50-<75k,"Montréal, Quebec",Females,2016.0,42000.0,0.8740930431071277,0.16296123850541264
751,55 to 64 years,$75-<100k,"Montréal, Quebec",Females,2016.0,18060.0,0.944166375664455,0.07007333255732744
752,55 to 64 years,$100-<125k,"Montréal, Quebec",Females,2016.0,4640.0,0.962169712489815,0.018003336825359872
753,55 to 64 years,$125-<150k,"Montréal, Quebec",Females,2016.0,4640.0,0.9801730493151748,0.018003336825359872
754,55 to 64 years,$150-<175k,"Montréal, Quebec",Females,2016.0,1250.0,0.985023086175455,0.004850036860280138
755,55 to 64 years,$175-<200k,"Montréal, Quebec",Females,2016.0,1250.0,0.9898731230357352,0.004850036860280138
756,55 to 64 years,$200-225k,"Montréal, Quebec",Females,2016.0,535.0,0.991948938811935,0.002075815776199899
757,55 to 64 years,225-250k,"Montréal, Quebec",Females,2016.0,535.0,0.9940247545881349,0.002075815776199899
758,55 to 64 years,>250k,"Montréal, Quebec",Females,2016.0,1540.0,1.0,0.00597524541186513
759,65 years and over,$0-<25k,"Montréal, Quebec",Females,2016.0,222210.0,0.5875152027920258,0.5875152027920258
760,65 years and over,$25-<50k,"Montréal, Quebec",Females,2016.0,107740.0,0.8723758658981546,0.28486066310612873
761,65 years and over,$50-<75k,"Montréal, Quebec",Females,2016.0,31600.0,0.9559251229443182,0.0835492570461636
762,65 years and over,$75-<100k,"Montréal, Quebec",Females,2016.0,8360.0,0.9780286605679235,0.02210353762360531
763,65 years and over,$100-<125k,"Montréal, Quebec",Females,2016.0,2360.0,0.98426841520808,0.0062397546401565225
764,65 years and over,$125-<150k,"Montréal, Quebec",Females,2016.0,2360.0,0.9905081698482364,0.0062397546401565225
765,65 years and over,$150-<175k,"Montréal, Quebec",Females,2016.0,765.0,0.9925308021786261,0.0020226323303897203
766,65 years and over,$175-<200k,"Montréal, Quebec",Females,2016.0,765.0,0.9945534345090158,0.0020226323303897203
767,65 years and over,$200-225k,"Montréal, Quebec",Females,2016.0,345.0,0.9954656020305641,0.0009121675215483053
768,65 years and over,225-250k,"Montréal, Quebec",Females,2016.0,345.0,0.9963777695521124,0.0009121675215483053
769,65 years and over,>250k,"Montréal, Quebec",Females,2016.0,1370.0,0.9999999999999999,0.003622230447887473
770,All age groups,$0-<25k,"Ottawa-Gatineau, Ontario part",Males,2016.0,97280.0,0.2800391502101445,0.2800391502101445
771,All age groups,$25-<50k,"Ottawa-Gatineau, Ontario part",Males,2016.0,73450.0,0.49147907190972423,0.2114399216995797
772,All age groups,$50-<75k,"Ottawa-Gatineau, Ontario part",Males,2016.0,64740.0,0.677845586965283,0.18636651505555876
773,All age groups,$75-<100k,"Ottawa-Gatineau, Ontario part",Males,2016.0,48850.0,0.8184696873740572,0.14062410040877427
774,All age groups,$100-<125k,"Ottawa-Gatineau, Ontario part",Males,2016.0,21260.0,0.8796706776440786,0.0612009902700213
775,All age groups,$125-<150k,"Ottawa-Gatineau, Ontario part",Males,2016.0,21260.0,0.9408716679140999,0.0612009902700213
776,All age groups,$150-<175k,"Ottawa-Gatineau, Ontario part",Males,2016.0,5540.0,0.9568196211641431,0.01594795325004318
777,All age groups,$175-<200k,"Ottawa-Gatineau, Ontario part",Males,2016.0,5540.0,0.9727675744141863,0.01594795325004318
778,All age groups,$200-225k,"Ottawa-Gatineau, Ontario part",Males,2016.0,2065.0,0.9787120732339226,0.005944498819736312
779,All age groups,225-250k,"Ottawa-Gatineau, Ontario part",Males,2016.0,2065.0,0.984656572053659,0.005944498819736312
780,All age groups,>250k,"Ottawa-Gatineau, Ontario part",Males,2016.0,5330.0,1.0000000000000002,0.015343427946341182
781,0 to 24 years,$0-<25k,"Ottawa-Gatineau, Ontario part",Males,2016.0,31830.0,,
782,0 to 24 years,$25-<50k,"Ottawa-Gatineau, Ontario part",Males,2016.0,7390.0,,
783,0 to 24 years,$50-<75k,"Ottawa-Gatineau, Ontario part",Males,2016.0,1540.0,,
784,0 to 24 years,$75-<100k,"Ottawa-Gatineau, Ontario part",Males,2016.0,270.0,,
785,0 to 24 years,$100-<125k,"Ottawa-Gatineau, Ontario part",Males,2016.0,50.0,,
786,0 to 24 years,$125-<150k,"Ottawa-Gatineau, Ontario part",Males,2016.0,50.0,,
787,0 to 24 years,$150-<175k,"Ottawa-Gatineau, Ontario part",Males,2016.0,,,
788,0 to 24 years,$175-<200k,"Ottawa-Gatineau, Ontario part",Males,2016.0,,,
789,0 to 24 years,$200-225k,"Ottawa-Gatineau, Ontario part",Males,2016.0,,,
790,0 to 24 years,225-250k,"Ottawa-Gatineau, Ontario part",Males,2016.0,,,
791,0 to 24 years,>250k,"Ottawa-Gatineau, Ontario part",Males,2016.0,0.0,,
792,25 to 34 years,$0-<25k,"Ottawa-Gatineau, Ontario part",Males,2016.0,16630.0,0.2834014996591684,0.2834014996591684
793,25 to 34 years,$25-<50k,"Ottawa-Gatineau, Ontario part",Males,2016.0,16740.0,0.5686775732788003,0.2852760736196319
794,25 to 34 years,$50-<75k,"Ottawa-Gatineau, Ontario part",Males,2016.0,13930.0,0.8060668029993183,0.23738922972051807
795,25 to 34 years,$75-<100k,"Ottawa-Gatineau, Ontario part",Males,2016.0,7550.0,0.9347307430129516,0.12866394001363327
796,25 to 34 years,$100-<125k,"Ottawa-Gatineau, Ontario part",Males,2016.0,1555.0,0.9612304021813224,0.026499659168370826
797,25 to 34 years,$125-<150k,"Ottawa-Gatineau, Ontario part",Males,2016.0,1555.0,0.9877300613496932,0.026499659168370826
798,25 to 34 years,$150-<175k,"Ottawa-Gatineau, Ontario part",Males,2016.0,210.0,0.9913087934560327,0.0035787321063394683
799,25 to 34 years,$175-<200k,"Ottawa-Gatineau, Ontario part",Males,2016.0,210.0,0.9948875255623723,0.0035787321063394683
800,25 to 34 years,$200-225k,"Ottawa-Gatineau, Ontario part",Males,2016.0,75.0,0.9961656441717792,0.001278118609406953
801,25 to 34 years,225-250k,"Ottawa-Gatineau, Ontario part",Males,2016.0,75.0,0.9974437627811862,0.001278118609406953
802,25 to 34 years,>250k,"Ottawa-Gatineau, Ontario part",Males,2016.0,150.0,1.0,0.002556237218813906
803,35 to 44 years,$0-<25k,"Ottawa-Gatineau, Ontario part",Males,2016.0,9610.0,0.1663781163434903,0.1663781163434903
804,35 to 44 years,$25-<50k,"Ottawa-Gatineau, Ontario part",Males,2016.0,9970.0,0.33898891966759004,0.17261080332409973
805,35 to 44 years,$50-<75k,"Ottawa-Gatineau, Ontario part",Males,2016.0,11420.0,0.5367036011080333,0.1977146814404432
806,35 to 44 years,$75-<100k,"Ottawa-Gatineau, Ontario part",Males,2016.0,11960.0,0.7437673130193906,0.20706371191135733
807,35 to 44 years,$100-<125k,"Ottawa-Gatineau, Ontario part",Males,2016.0,5480.0,0.8386426592797784,0.09487534626038781
808,35 to 44 years,$125-<150k,"Ottawa-Gatineau, Ontario part",Males,2016.0,5480.0,0.9335180055401663,0.09487534626038781
809,35 to 44 years,$150-<175k,"Ottawa-Gatineau, Ontario part",Males,2016.0,1080.0,0.9522160664819945,0.018698060941828253
810,35 to 44 years,$175-<200k,"Ottawa-Gatineau, Ontario part",Males,2016.0,1080.0,0.9709141274238228,0.018698060941828253
811,35 to 44 years,$200-225k,"Ottawa-Gatineau, Ontario part",Males,2016.0,400.0,0.9778393351800555,0.006925207756232687
812,35 to 44 years,225-250k,"Ottawa-Gatineau, Ontario part",Males,2016.0,400.0,0.9847645429362882,0.006925207756232687
