,Age,Income,Location,Sex,Year,count,cumulative_percent,percentage
1120,35 to 44 years,225-250k,"Regina, Saskatchewan",Males,2016.0,80.0,0.9905660377358492,0.005031446540880503
1121,35 to 44 years,>250k,"Regina, Saskatchewan",Males,2016.0,150.0,1.0000000000000002,0.009433962264150943
1122,45 to 54 years,$0-<25k,"Regina, Saskatchewan",Males,2016.0,2310.0,0.1665465032444124,0.1665465032444124
1123,45 to 54 years,$25-<50k,"Regina, Saskatchewan",Males,2016.0,2600.0,0.35400144196106703,0.18745493871665464
1124,45 to 54 years,$50-<75k,"Regina, Saskatchewan",Males,2016.0,2930.0,0.5652487382840663,0.21124729632299927
1125,45 to 54 years,$75-<100k,"Regina, Saskatchewan",Males,2016.0,2390.0,0.7375630857966835,0.17231434751261715
1126,45 to 54 years,$100-<125k,"Regina, Saskatchewan",Males,2016.0,1170.0,0.821917808219178,0.08435472242249459
1127,45 to 54 years,$125-<150k,"Regina, Saskatchewan",Males,2016.0,1170.0,0.9062725306416726,0.08435472242249459
1128,45 to 54 years,$150-<175k,"Regina, Saskatchewan",Males,2016.0,375.0,0.9333093006488824,0.027036770007209804
1129,45 to 54 years,$175-<200k,"Regina, Saskatchewan",Males,2016.0,375.0,0.9603460706560922,0.027036770007209804
1130,45 to 54 years,$200-225k,"Regina, Saskatchewan",Males,2016.0,120.0,0.9689978370583994,0.008651766402307137
1131,45 to 54 years,225-250k,"Regina, Saskatchewan",Males,2016.0,120.0,0.9776496034607065,0.008651766402307137
1132,45 to 54 years,>250k,"Regina, Saskatchewan",Males,2016.0,310.0,1.0,0.022350396539293438
1133,55 to 64 years,$0-<25k,"Regina, Saskatchewan",Males,2016.0,2470.0,0.18282753515914138,0.18282753515914138
1134,55 to 64 years,$25-<50k,"Regina, Saskatchewan",Males,2016.0,2770.0,0.387860843819393,0.20503330866025166
1135,55 to 64 years,$50-<75k,"Regina, Saskatchewan",Males,2016.0,3070.0,0.615099925980755,0.22723908216136196
1136,55 to 64 years,$75-<100k,"Regina, Saskatchewan",Males,2016.0,1990.0,0.7623982235381199,0.14729829755736493
1137,55 to 64 years,$100-<125k,"Regina, Saskatchewan",Males,2016.0,980.0,0.8349370836417469,0.07253886010362694
1138,55 to 64 years,$125-<150k,"Regina, Saskatchewan",Males,2016.0,980.0,0.9074759437453739,0.07253886010362694
1139,55 to 64 years,$150-<175k,"Regina, Saskatchewan",Males,2016.0,340.0,0.9326424870466322,0.025166543301258327
1140,55 to 64 years,$175-<200k,"Regina, Saskatchewan",Males,2016.0,340.0,0.9578090303478906,0.025166543301258327
1141,55 to 64 years,$200-225k,"Regina, Saskatchewan",Males,2016.0,115.0,0.9663212435233162,0.008512213175425611
1142,55 to 64 years,225-250k,"Regina, Saskatchewan",Males,2016.0,115.0,0.9748334566987418,0.008512213175425611
1143,55 to 64 years,>250k,"Regina, Saskatchewan",Males,2016.0,340.0,1.0,0.025166543301258327
1144,65 years and over,$0-<25k,"Regina, Saskatchewan",Males,2016.0,3650.0,0.26258992805755393,0.26258992805755393
1145,65 years and over,$25-<50k,"Regina, Saskatchewan",Males,2016.0,4860.0,0.612230215827338,0.3496402877697842
1146,65 years and over,$50-<75k,"Regina, Saskatchewan",Males,2016.0,3020.0,0.8294964028776978,0.21726618705035972
1147,65 years and over,$75-<100k,"Regina, Saskatchewan",Males,2016.0,1190.0,0.9151079136690646,0.0856115107913669
1148,65 years and over,$100-<125k,"Regina, Saskatchewan",Males,2016.0,330.0,0.9388489208633093,0.023741007194244605
1149,65 years and over,$125-<150k,"Regina, Saskatchewan",Males,2016.0,330.0,0.962589928057554,0.023741007194244605
1150,65 years and over,$150-<175k,"Regina, Saskatchewan",Males,2016.0,110.0,0.9705035971223022,0.007913669064748202
1151,65 years and over,$175-<200k,"Regina, Saskatchewan",Males,2016.0,110.0,0.9784172661870504,0.007913669064748202
1152,65 years and over,$200-225k,"Regina, Saskatchewan",Males,2016.0,50.0,0.9820143884892086,0.0035971223021582736
1153,65 years and over,225-250k,"Regina, Saskatchewan",Males,2016.0,50.0,0.9856115107913669,0.0035971223021582736
1154,65 years and over,>250k,"Regina, Saskatchewan",Males,2016.0,200.0,1.0,0.014388489208633094
1155,All age groups,$0-<25k,"Regina, Saskatchewan",Females,2016.0,31420.0,0.3451988573939793,0.3451988573939793
1156,All age groups,$25-<50k,"Regina, Saskatchewan",Females,2016.0,28020.0,0.6530432871896286,0.3078444297956493
1157,All age groups,$50-<75k,"Regina, Saskatchewan",Females,2016.0,16630.0,0.8357503845308722,0.18270709734124368
1158,All age groups,$75-<100k,"Regina, Saskatchewan",Females,2016.0,8660.0,0.9308943089430893,0.0951439244122171
1159,All age groups,$100-<125k,"Regina, Saskatchewan",Females,2016.0,2350.0,0.9567128103713468,0.025818501428257527
1160,All age groups,$125-<150k,"Regina, Saskatchewan",Females,2016.0,2350.0,0.9825313117996043,0.025818501428257527
1161,All age groups,$150-<175k,"Regina, Saskatchewan",Females,2016.0,485.0,0.9878598110305425,0.005328499230938255
1162,All age groups,$175-<200k,"Regina, Saskatchewan",Females,2016.0,485.0,0.9931883102614808,0.005328499230938255
1163,All age groups,$200-225k,"Regina, Saskatchewan",Females,2016.0,140.0,0.9947264337508238,0.0015381234893430016
1164,All age groups,225-250k,"Regina, Saskatchewan",Females,2016.0,140.0,0.9962645572401668,0.0015381234893430016
1165,All age groups,>250k,"Regina, Saskatchewan",Females,2016.0,340.0,0.9999999999999998,0.0037354427598330037
1166,0 to 24 years,$0-<25k,"Regina, Saskatchewan",Females,2016.0,7640.0,,
1167,0 to 24 years,$25-<50k,"Regina, Saskatchewan",Females,2016.0,2350.0,,
1168,0 to 24 years,$50-<75k,"Regina, Saskatchewan",Females,2016.0,400.0,,
1169,0 to 24 years,$75-<100k,"Regina, Saskatchewan",Females,2016.0,100.0,,
1170,0 to 24 years,$100-<125k,"Regina, Saskatchewan",Females,2016.0,,,
1171,0 to 24 years,$125-<150k,"Regina, Saskatchewan",Females,2016.0,,,
1172,0 to 24 years,$150-<175k,"Regina, Saskatchewan",Females,2016.0,,,
1173,0 to 24 years,$175-<200k,"Regina, Saskatchewan",Females,2016.0,,,
1174,0 to 24 years,$200-225k,"Regina, Saskatchewan",Females,2016.0,,,
1175,0 to 24 years,225-250k,"Regina, Saskatchewan",Females,2016.0,,,
1176,0 to 24 years,>250k,"Regina, Saskatchewan",Females,2016.0,0.0,,
1177,25 to 34 years,$0-<25k,"Regina, Saskatchewan",Females,2016.0,5750.0,,
1178,25 to 34 years,$25-<50k,"Regina, Saskatchewan",Females,2016.0,6550.0,,
1179,25 to 34 years,$50-<75k,"Regina, Saskatchewan",Females,2016.0,3970.0,,
1180,25 to 34 years,$75-<100k,"Regina, Saskatchewan",Females,2016.0,1740.0,,
1181,25 to 34 years,$100-<125k,"Regina, Saskatchewan",Females,2016.0,280.0,,
1182,25 to 34 years,$125-<150k,"Regina, Saskatchewan",Females,2016.0,280.0,,
1183,25 to 34 years,$150-<175k,"Regina, Saskatchewan",Females,2016.0,25.0,,
1184,25 to 34 years,$175-<200k,"Regina, Saskatchewan",Females,2016.0,25.0,,
1185,25 to 34 years,$200-225k,"Regina, Saskatchewan",Females,2016.0,,,
1186,25 to 34 years,225-250k,"Regina, Saskatchewan",Females,2016.0,,,
1187,25 to 34 years,>250k,"Regina, Saskatchewan",Females,2016.0,0.0,,
1188,35 to 44 years,$0-<25k,"Regina, Saskatchewan",Females,2016.0,3850.0,0.240625,0.240625
1189,35 to 44 years,$25-<50k,"Regina, Saskatchewan",Females,2016.0,4620.0,0.529375,0.28875
1190,35 to 44 years,$50-<75k,"Regina, Saskatchewan",Females,2016.0,3560.0,0.7518750000000001,0.2225
1191,35 to 44 years,$75-<100k,"Regina, Saskatchewan",Females,2016.0,2400.0,0.9018750000000001,0.15
1192,35 to 44 years,$100-<125k,"Regina, Saskatchewan",Females,2016.0,640.0,0.9418750000000001,0.04
1193,35 to 44 years,$125-<150k,"Regina, Saskatchewan",Females,2016.0,640.0,0.9818750000000002,0.04
1194,35 to 44 years,$150-<175k,"Regina, Saskatchewan",Females,2016.0,90.0,0.9875000000000002,0.005625
1195,35 to 44 years,$175-<200k,"Regina, Saskatchewan",Females,2016.0,90.0,0.9931250000000001,0.005625
1196,35 to 44 years,$200-225k,"Regina, Saskatchewan",Females,2016.0,30.0,0.9950000000000001,0.001875
1197,35 to 44 years,225-250k,"Regina, Saskatchewan",Females,2016.0,30.0,0.9968750000000001,0.001875
1198,35 to 44 years,>250k,"Regina, Saskatchewan",Females,2016.0,50.0,1.0,0.003125
1199,45 to 54 years,$0-<25k,"Regina, Saskatchewan",Females,2016.0,2880.0,0.20411055988660523,0.20411055988660523
1200,45 to 54 years,$25-<50k,"Regina, Saskatchewan",Females,2016.0,3880.0,0.4790928419560595,0.2749822820694543
1201,45 to 54 years,$50-<75k,"Regina, Saskatchewan",Females,2016.0,3260.0,0.7101346562721473,0.2310418143160879
1202,45 to 54 years,$75-<100k,"Regina, Saskatchewan",Females,2016.0,2130.0,0.8610914245216158,0.15095676824946846
1203,45 to 54 years,$100-<125k,"Regina, Saskatchewan",Females,2016.0,715.0,0.9117647058823528,0.050673281360737066
1204,45 to 54 years,$125-<150k,"Regina, Saskatchewan",Females,2016.0,715.0,0.9624379872430899,0.050673281360737066
1205,45 to 54 years,$150-<175k,"Regina, Saskatchewan",Females,2016.0,165.0,0.97413182140326,0.011693834160170093
1206,45 to 54 years,$175-<200k,"Regina, Saskatchewan",Females,2016.0,165.0,0.9858256555634302,0.011693834160170093
1207,45 to 54 years,$200-225k,"Regina, Saskatchewan",Females,2016.0,50.0,0.9893692416725726,0.003543586109142452
1208,45 to 54 years,225-250k,"Regina, Saskatchewan",Females,2016.0,50.0,0.992912827781715,0.003543586109142452
1209,45 to 54 years,>250k,"Regina, Saskatchewan",Females,2016.0,100.0,0.9999999999999999,0.007087172218284904
1210,55 to 64 years,$0-<25k,"Regina, Saskatchewan",Females,2016.0,3560.0,0.25611510791366904,0.25611510791366904
1211,55 to 64 years,$25-<50k,"Regina, Saskatchewan",Females,2016.0,4150.0,0.5546762589928057,0.29856115107913667
1212,55 to 64 years,$50-<75k,"Regina, Saskatchewan",Females,2016.0,3090.0,0.776978417266187,0.2223021582733813
1213,55 to 64 years,$75-<100k,"Regina, Saskatchewan",Females,2016.0,1600.0,0.8920863309352518,0.11510791366906475
1214,55 to 64 years,$100-<125k,"Regina, Saskatchewan",Females,2016.0,535.0,0.9305755395683454,0.038489208633093526
1215,55 to 64 years,$125-<150k,"Regina, Saskatchewan",Females,2016.0,535.0,0.969064748201439,0.038489208633093526
1216,55 to 64 years,$150-<175k,"Regina, Saskatchewan",Females,2016.0,130.0,0.9784172661870505,0.00935251798561151
1217,55 to 64 years,$175-<200k,"Regina, Saskatchewan",Females,2016.0,130.0,0.987769784172662,0.00935251798561151
1218,55 to 64 years,$200-225k,"Regina, Saskatchewan",Females,2016.0,40.0,0.9906474820143887,0.0028776978417266188
1219,55 to 64 years,225-250k,"Regina, Saskatchewan",Females,2016.0,40.0,0.9935251798561153,0.0028776978417266188
1220,55 to 64 years,>250k,"Regina, Saskatchewan",Females,2016.0,90.0,1.0000000000000002,0.006474820143884892
1221,65 years and over,$0-<25k,"Regina, Saskatchewan",Females,2016.0,7750.0,0.4336877448237269,0.4336877448237269
1222,65 years and over,$25-<50k,"Regina, Saskatchewan",Females,2016.0,6470.0,0.795747062115277,0.3620593172915501
1223,65 years and over,$50-<75k,"Regina, Saskatchewan",Females,2016.0,2340.0,0.9266927811975378,0.13094571908226077
1224,65 years and over,$75-<100k,"Regina, Saskatchewan",Females,2016.0,690.0,0.965304980414102,0.03861219921656407
1225,65 years and over,$100-<125k,"Regina, Saskatchewan",Females,2016.0,175.0,0.9750979294907668,0.009792949076664802
1226,65 years and over,$125-<150k,"Regina, Saskatchewan",Females,2016.0,175.0,0.9848908785674316,0.009792949076664802
1227,65 years and over,$150-<175k,"Regina, Saskatchewan",Females,2016.0,75.0,0.9890878567431451,0.004196978175713486
1228,65 years and over,$175-<200k,"Regina, Saskatchewan",Females,2016.0,75.0,0.9932848349188587,0.004196978175713486
1229,65 years and over,$200-225k,"Regina, Saskatchewan",Females,2016.0,20.0,0.9944040290990489,0.001119194180190263
1230,65 years and over,225-250k,"Regina, Saskatchewan",Females,2016.0,20.0,0.9955232232792391,0.001119194180190263
1231,65 years and over,>250k,"Regina, Saskatchewan",Females,2016.0,80.0,1.0000000000000002,0.004476776720761052
1232,All age groups,$0-<25k,"Winnipeg, Manitoba",Males,2016.0,89210.0,0.3109879383671477,0.3109879383671477
1233,All age groups,$25-<50k,"Winnipeg, Manitoba",Males,2016.0,82950.0,0.6001533849264449,0.2891654465592972
1234,All age groups,$50-<75k,"Winnipeg, Manitoba",Males,2016.0,57460.0,0.8004601547793349,0.20030676985288992
1235,All age groups,$75-<100k,"Winnipeg, Manitoba",Males,2016.0,29210.0,0.902286829812452,0.1018266750331172
1236,All age groups,$100-<125k,"Winnipeg, Manitoba",Males,2016.0,9360.0,0.9349159868925607,0.032629157080108766
1237,All age groups,$125-<150k,"Winnipeg, Manitoba",Males,2016.0,9360.0,0.9675451439726694,0.032629157080108766
1238,All age groups,$150-<175k,"Winnipeg, Manitoba",Males,2016.0,2290.0,0.9755281321899183,0.007982988217248832
1239,All age groups,$175-<200k,"Winnipeg, Manitoba",Males,2016.0,2290.0,0.9835111204071671,0.007982988217248832
1240,All age groups,$200-225k,"Winnipeg, Manitoba",Males,2016.0,945.0,0.9868054103046782,0.003294289897510981
1241,All age groups,225-250k,"Winnipeg, Manitoba",Males,2016.0,945.0,0.9900997002021892,0.003294289897510981
1242,All age groups,>250k,"Winnipeg, Manitoba",Males,2016.0,2840.0,1.0,0.009900299797810779
1243,0 to 24 years,$0-<25k,"Winnipeg, Manitoba",Males,2016.0,27970.0,,
1244,0 to 24 years,$25-<50k,"Winnipeg, Manitoba",Males,2016.0,7590.0,,
1245,0 to 24 years,$50-<75k,"Winnipeg, Manitoba",Males,2016.0,1520.0,,
1246,0 to 24 years,$75-<100k,"Winnipeg, Manitoba",Males,2016.0,290.0,,
1247,0 to 24 years,$100-<125k,"Winnipeg, Manitoba",Males,2016.0,50.0,,
1248,0 to 24 years,$125-<150k,"Winnipeg, Manitoba",Males,2016.0,50.0,,
1249,0 to 24 years,$150-<175k,"Winnipeg, Manitoba",Males,2016.0,10.0,,
1250,0 to 24 years,$175-<200k,"Winnipeg, Manitoba",Males,2016.0,10.0,,
1251,0 to 24 years,$200-225k,"Winnipeg, Manitoba",Males,2016.0,,,
1252,0 to 24 years,225-250k,"Winnipeg, Manitoba",Males,2016.0,,,
1253,0 to 24 years,>250k,"Winnipeg, Manitoba",Males,2016.0,0.0,,
1254,25 to 34 years,$0-<25k,"Winnipeg, Manitoba",Males,2016.0,16490.0,0.309496996996997,0.309496996996997
1255,25 to 34 years,$25-<50k,"Winnipeg, Manitoba",Males,2016.0,17970.0,0.6467717717717718,0.3372747747747748
1256,25 to 34 years,$50-<75k,"Winnipeg, Manitoba",Males,2016.0,11440.0,0.8614864864864865,0.2147147147147147
1257,25 to 34 years,$75-<100k,"Winnipeg, Manitoba",Males,2016.0,4890.0,0.9532657657657658,0.09177927927927929
1258,25 to 34 years,$100-<125k,"Winnipeg, Manitoba",Males,2016.0,1005.0,0.9721283783783784,0.018862612612612614
1259,25 to 34 years,$125-<150k,"Winnipeg, Manitoba",Males,2016.0,1005.0,0.990990990990991,0.018862612612612614
1260,25 to 34 years,$150-<175k,"Winnipeg, Manitoba",Males,2016.0,160.0,0.993993993993994,0.003003003003003003
1261,25 to 34 years,$175-<200k,"Winnipeg, Manitoba",Males,2016.0,160.0,0.9969969969969971,0.003003003003003003
1262,25 to 34 years,$200-225k,"Winnipeg, Manitoba",Males,2016.0,35.0,0.997653903903904,0.000656906906906907
1263,25 to 34 years,225-250k,"Winnipeg, Manitoba",Males,2016.0,35.0,0.9983108108108109,0.000656906906906907
1264,25 to 34 years,>250k,"Winnipeg, Manitoba",Males,2016.0,90.0,1.0,0.0016891891891891893
1265,35 to 44 years,$0-<25k,"Winnipeg, Manitoba",Males,2016.0,9580.0,0.1952313022213165,0.1952313022213165
1266,35 to 44 years,$25-<50k,"Winnipeg, Manitoba",Males,2016.0,13710.0,0.47462808233136333,0.27939678011004687
1267,35 to 44 years,$50-<75k,"Winnipeg, Manitoba",Males,2016.0,11840.0,0.7159160383126146,0.24128795598125127
1268,35 to 44 years,$75-<100k,"Winnipeg, Manitoba",Males,2016.0,7480.0,0.868351334827797,0.1524352965151824
1269,35 to 44 years,$100-<125k,"Winnipeg, Manitoba",Males,2016.0,2325.0,0.9157326268595883,0.04738129203179132
1270,35 to 44 years,$125-<150k,"Winnipeg, Manitoba",Males,2016.0,2325.0,0.9631139188913797,0.04738129203179132
1271,35 to 44 years,$150-<175k,"Winnipeg, Manitoba",Males,2016.0,475.0,0.9727939678011005,0.009680048909720807
1272,35 to 44 years,$175-<200k,"Winnipeg, Manitoba",Males,2016.0,475.0,0.9824740167108214,0.009680048909720807
1273,35 to 44 years,$200-225k,"Winnipeg, Manitoba",Males,2016.0,200.0,0.9865498267780722,0.004075810067250866
1274,35 to 44 years,225-250k,"Winnipeg, Manitoba",Males,2016.0,200.0,0.9906256368453231,0.004075810067250866
1275,35 to 44 years,>250k,"Winnipeg, Manitoba",Males,2016.0,460.0,1.0000000000000002,0.009374363154676992
1276,45 to 54 years,$0-<25k,"Winnipeg, Manitoba",Males,2016.0,9350.0,0.19238683127572018,0.19238683127572018
1277,45 to 54 years,$25-<50k,"Winnipeg, Manitoba",Males,2016.0,12090.0,0.4411522633744856,0.24876543209876542
1278,45 to 54 years,$50-<75k,"Winnipeg, Manitoba",Males,2016.0,11380.0,0.6753086419753087,0.23415637860082306
1279,45 to 54 years,$75-<100k,"Winnipeg, Manitoba",Males,2016.0,7330.0,0.8261316872427984,0.1508230452674897
1280,45 to 54 years,$100-<125k,"Winnipeg, Manitoba",Males,2016.0,2830.0,0.8843621399176955,0.05823045267489712
1281,45 to 54 years,$125-<150k,"Winnipeg, Manitoba",Males,2016.0,2830.0,0.9425925925925926,0.05823045267489712
1282,45 to 54 years,$150-<175k,"Winnipeg, Manitoba",Males,2016.0,670.0,0.9563786008230454,0.013786008230452675
1283,45 to 54 years,$175-<200k,"Winnipeg, Manitoba",Males,2016.0,670.0,0.9701646090534981,0.013786008230452675
1284,45 to 54 years,$200-225k,"Winnipeg, Manitoba",Males,2016.0,290.0,0.9761316872427985,0.005967078189300412
1285,45 to 54 years,225-250k,"Winnipeg, Manitoba",Males,2016.0,290.0,0.982098765432099,0.005967078189300412
1286,45 to 54 years,>250k,"Winnipeg, Manitoba",Males,2016.0,870.0,1.0000000000000002,0.017901234567901235
1287,55 to 64 years,$0-<25k,"Winnipeg, Manitoba",Males,2016.0,10330.0,0.22311015118790498,0.22311015118790498
1288,55 to 64 years,$25-<50k,"Winnipeg, Manitoba",Males,2016.0,12370.0,0.490280777537797,0.267170626349892
1289,55 to 64 years,$50-<75k,"Winnipeg, Manitoba",Males,2016.0,10900.0,0.7257019438444925,0.23542116630669546
1290,55 to 64 years,$75-<100k,"Winnipeg, Manitoba",Males,2016.0,5730.0,0.8494600431965443,0.12375809935205184
1291,55 to 64 years,$100-<125k,"Winnipeg, Manitoba",Males,2016.0,2155.0,0.8960043196544277,0.04654427645788337
1292,55 to 64 years,$125-<150k,"Winnipeg, Manitoba",Males,2016.0,2155.0,0.9425485961123111,0.04654427645788337
1293,55 to 64 years,$150-<175k,"Winnipeg, Manitoba",Males,2016.0,660.0,0.9568034557235422,0.014254859611231102
1294,55 to 64 years,$175-<200k,"Winnipeg, Manitoba",Males,2016.0,660.0,0.9710583153347733,0.014254859611231102
1295,55 to 64 years,$200-225k,"Winnipeg, Manitoba",Males,2016.0,265.0,0.9767818574514039,0.005723542116630669
1296,55 to 64 years,225-250k,"Winnipeg, Manitoba",Males,2016.0,265.0,0.9825053995680345,0.005723542116630669
1297,55 to 64 years,>250k,"Winnipeg, Manitoba",Males,2016.0,810.0,1.0,0.01749460043196544
1298,65 years and over,$0-<25k,"Winnipeg, Manitoba",Males,2016.0,15500.0,0.2974477067741316,0.2974477067741316
1299,65 years and over,$25-<50k,"Winnipeg, Manitoba",Males,2016.0,19220.0,0.6662828631740549,0.36883515639992326
1300,65 years and over,$50-<75k,"Winnipeg, Manitoba",Males,2016.0,10370.0,0.8652849740932643,0.19900211091920936
1301,65 years and over,$75-<100k,"Winnipeg, Manitoba",Males,2016.0,3510.0,0.9326424870466322,0.06735751295336788
1302,65 years and over,$100-<125k,"Winnipeg, Manitoba",Males,2016.0,990.0,0.9516407599309155,0.018998272884283247
1303,65 years and over,$125-<150k,"Winnipeg, Manitoba",Males,2016.0,990.0,0.9706390328151987,0.018998272884283247
1304,65 years and over,$150-<175k,"Winnipeg, Manitoba",Males,2016.0,320.0,0.9767798886969872,0.006140855881788524
1305,65 years and over,$175-<200k,"Winnipeg, Manitoba",Males,2016.0,320.0,0.9829207445787757,0.006140855881788524
1306,65 years and over,$200-225k,"Winnipeg, Manitoba",Males,2016.0,150.0,0.985799270773364,0.0028785261945883708
1307,65 years and over,225-250k,"Winnipeg, Manitoba",Males,2016.0,150.0,0.9886777969679524,0.0028785261945883708
1308,65 years and over,>250k,"Winnipeg, Manitoba",Males,2016.0,590.0,1.0,0.011322203032047591
1309,All age groups,$0-<25k,"Winnipeg, Manitoba",Females,2016.0,126340.0,0.4091321243523316,0.4091321243523316
1310,All age groups,$25-<50k,"Winnipeg, Manitoba",Females,2016.0,101750.0,0.7386334196891191,0.32950129533678757
1311,All age groups,$50-<75k,"Winnipeg, Manitoba",Females,2016.0,46260.0,0.8884391191709844,0.14980569948186528
1312,All age groups,$75-<100k,"Winnipeg, Manitoba",Females,2016.0,21380.0,0.9576748704663212,0.06923575129533678
1313,All age groups,$100-<125k,"Winnipeg, Manitoba",Females,2016.0,4815.0,0.973267487046632,0.015592616580310881
1314,All age groups,$125-<150k,"Winnipeg, Manitoba",Females,2016.0,4815.0,0.9888601036269429,0.015592616580310881
1315,All age groups,$150-<175k,"Winnipeg, Manitoba",Females,2016.0,950.0,0.9919365284974092,0.0030764248704663213
1316,All age groups,$175-<200k,"Winnipeg, Manitoba",Females,2016.0,950.0,0.9950129533678755,0.0030764248704663213
1317,All age groups,$200-225k,"Winnipeg, Manitoba",Females,2016.0,335.0,0.996097797927461,0.0010848445595854923
1318,All age groups,225-250k,"Winnipeg, Manitoba",Females,2016.0,335.0,0.9971826424870465,0.0010848445595854923
1319,All age groups,>250k,"Winnipeg, Manitoba",Females,2016.0,870.0,0.9999999999999999,0.002817357512953368
1320,0 to 24 years,$0-<25k,"Winnipeg, Manitoba",Females,2016.0,29740.0,,
1321,0 to 24 years,$25-<50k,"Winnipeg, Manitoba",Females,2016.0,6000.0,,
1322,0 to 24 years,$50-<75k,"Winnipeg, Manitoba",Females,2016.0,590.0,,
1323,0 to 24 years,$75-<100k,"Winnipeg, Manitoba",Females,2016.0,160.0,,
1324,0 to 24 years,$100-<125k,"Winnipeg, Manitoba",Females,2016.0,30.0,,
1325,0 to 24 years,$125-<150k,"Winnipeg, Manitoba",Females,2016.0,30.0,,
1326,0 to 24 years,$150-<175k,"Winnipeg, Manitoba",Females,2016.0,,,
1327,0 to 24 years,$175-<200k,"Winnipeg, Manitoba",Females,2016.0,,,
1328,0 to 24 years,$200-225k,"Winnipeg, Manitoba",Females,2016.0,,,
1329,0 to 24 years,225-250k,"Winnipeg, Manitoba",Females,2016.0,,,
1330,0 to 24 years,>250k,"Winnipeg, Manitoba",Females,2016.0,0.0,,
1331,25 to 34 years,$0-<25k,"Winnipeg, Manitoba",Females,2016.0,21010.0,0.38109922002539454,0.38109922002539454
1332,25 to 34 years,$25-<50k,"Winnipeg, Manitoba",Females,2016.0,21350.0,0.7683656811173589,0.38726646109196444
1333,25 to 34 years,$50-<75k,"Winnipeg, Manitoba",Females,2016.0,8780.0,0.9276256121893706,0.1592599310720116
1334,25 to 34 years,$75-<100k,"Winnipeg, Manitoba",Females,2016.0,3060.0,0.9831307817884999,0.05550516959912933
1335,25 to 34 years,$100-<125k,"Winnipeg, Manitoba",Females,2016.0,380.0,0.9900235806276074,0.006892798839107564
1336,25 to 34 years,$125-<150k,"Winnipeg, Manitoba",Females,2016.0,380.0,0.996916379466715,0.006892798839107564
1337,25 to 34 years,$150-<175k,"Winnipeg, Manitoba",Females,2016.0,60.0,0.9980047161255214,0.0010883366588064574
1338,25 to 34 years,$175-<200k,"Winnipeg, Manitoba",Females,2016.0,60.0,0.9990930527843279,0.0010883366588064574
1339,25 to 34 years,$200-225k,"Winnipeg, Manitoba",Females,2016.0,15.0,0.9993651369490295,0.00027208416470161435
1340,25 to 34 years,225-250k,"Winnipeg, Manitoba",Females,2016.0,15.0,0.9996372211137311,0.00027208416470161435
1341,25 to 34 years,>250k,"Winnipeg, Manitoba",Females,2016.0,20.0,0.9999999999999999,0.00036277888626881915
1342,35 to 44 years,$0-<25k,"Winnipeg, Manitoba",Females,2016.0,14360.0,0.27641963426371513,0.27641963426371513
1343,35 to 44 years,$25-<50k,"Winnipeg, Manitoba",Females,2016.0,18180.0,0.626371511068335,0.3499518768046198
1344,35 to 44 years,$50-<75k,"Winnipeg, Manitoba",Females,2016.0,10730.0,0.8329162656400386,0.20654475457170357
1345,35 to 44 years,$75-<100k,"Winnipeg, Manitoba",Females,2016.0,5810.0,0.9447545717035613,0.11183830606352262
1346,35 to 44 years,$100-<125k,"Winnipeg, Manitoba",Females,2016.0,1120.0,0.9663137632338789,0.021559191530317615
1347,35 to 44 years,$125-<150k,"Winnipeg, Manitoba",Females,2016.0,1120.0,0.9878729547641965,0.021559191530317615
1348,35 to 44 years,$150-<175k,"Winnipeg, Manitoba",Females,2016.0,180.0,0.991337824831569,0.0034648700673724736
1349,35 to 44 years,$175-<200k,"Winnipeg, Manitoba",Females,2016.0,180.0,0.9948026948989415,0.0034648700673724736
1350,35 to 44 years,$200-225k,"Winnipeg, Manitoba",Females,2016.0,70.0,0.9961501443695863,0.001347449470644851
1351,35 to 44 years,225-250k,"Winnipeg, Manitoba",Females,2016.0,70.0,0.9974975938402311,0.001347449470644851
1352,35 to 44 years,>250k,"Winnipeg, Manitoba",Females,2016.0,130.0,1.0,0.0025024061597690088
1353,45 to 54 years,$0-<25k,"Winnipeg, Manitoba",Females,2016.0,12680.0,0.25294234989028525,0.25294234989028525
1354,45 to 54 years,$25-<50k,"Winnipeg, Manitoba",Females,2016.0,17040.0,0.5928585677239178,0.3399162178336326
1355,45 to 54 years,$50-<75k,"Winnipeg, Manitoba",Females,2016.0,10190.0,0.796130061839218,0.2032714941153002
1356,45 to 54 years,$75-<100k,"Winnipeg, Manitoba",Females,2016.0,6140.0,0.9186116098144823,0.12248154797526431
1357,45 to 54 years,$100-<125k,"Winnipeg, Manitoba",Females,2016.0,1535.0,0.9492319968082984,0.030620386993816077
1358,45 to 54 years,$125-<150k,"Winnipeg, Manitoba",Females,2016.0,1535.0,0.9798523838021145,0.030620386993816077
1359,45 to 54 years,$150-<175k,"Winnipeg, Manitoba",Females,2016.0,285.0,0.9855376022341911,0.005685218432076601
1360,45 to 54 years,$175-<200k,"Winnipeg, Manitoba",Females,2016.0,285.0,0.9912228206662677,0.005685218432076601
1361,45 to 54 years,$200-225k,"Winnipeg, Manitoba",Females,2016.0,100.0,0.9932176341512068,0.001994813484939158
1362,45 to 54 years,225-250k,"Winnipeg, Manitoba",Females,2016.0,100.0,0.9952124476361459,0.001994813484939158
1363,45 to 54 years,>250k,"Winnipeg, Manitoba",Females,2016.0,240.0,0.9999999999999999,0.0047875523638539795
